pm_id,issn,essn,last_author,pmc_id,title,source,impact_factor
20410631,0009-2363,1347-5223,Takahashi H,,Synthesis of fluorescence-labeled Galbeta1-3Fuc and Galbeta1-4Fuc as probes for the endogenous glyco-epitope recognized by galectins in Caenorhabditis elegans.,Chem Pharm Bull (Tokyo),1.903
20439776,0016-6731,1943-2631,Hobert O,PMC2881126,Analysis of multiple ethyl methanesulfonate-mutagenized Caenorhabditis elegans strains by whole-genome sequencing.,Genetics,4.402
20431904,1354-2516,1439-1104,Kohn RE,,"Technical report: exploring the basis of congenital myasthenic syndromes in an undergraduate course, using the model organism, Caenorhabditis elegans.",Invert Neurosci,
20431121,0950-1991,1477-9129,Nance J,PMC2867319,PAR-3 mediates the initial clustering and apical localization of junction and polarity proteins during C. elegans intestinal epithelial cell polarization.,Development,6.862
20431119,0950-1991,1477-9129,Seydoux G,PMC2867315,The Puf RNA-binding proteins FBF-1 and FBF-2 inhibit the expression of synaptonemal complex proteins in germline stem cells.,Development,6.862
20436480,1097-6256,1546-1726,Xu XZ,PMC2882063,C. elegans phototransduction requires a G protein-dependent cGMP pathway and a taste receptor homolog.,Nat Neurosci,28.771
19878288,1520-541X,1525-142X,Sommer RJ,,Genetic evidence for pax-3 function in myogenesis in the nematode Pristionchus pacificus.,Evol Dev,2.839
20434985,0092-8674,1097-4172,Shi Y,,Crystal structure of the Caenorhabditis elegans apoptosome reveals an octameric assembly of CED-4.,Cell,66.85
20434987,0092-8674,1097-4172,Spang A,,Identification of the switch in early-to-late endosome transition.,Cell,66.85
20436454,0261-4189,1460-2075,Grosshans H,PMC2885935,The nuclear export receptor XPO-1 supports primary miRNA processing in C. elegans and Drosophila.,EMBO J,14.012
20441590,,1471-213X,LaMunyon CW,PMC2874772,Knockout of the folate transporter folt-1 causes germline and somatic defects in C. elegans.,BMC Dev Biol,
20442418,1945-0877,1937-9145,Sherwood DR,PMC3917318,In vivo identification of regulators of cell invasion across basement membranes.,Sci Signal,9.517
20442779,,1932-6203,Sze JY,PMC2860991,A homolog of FHM2 is involved in modulation of excitatory neurotransmission by serotonin in C. elegans.,PLoS One,3.752
20430749,0950-1991,1477-9129,Cowan CR,PMC3188577,Cortical domain correction repositions the polarity boundary to match the cytokinesis furrow in C. elegans embryos.,Development,6.862
20431118,0950-1991,1477-9129,Hobert O,PMC2867316,The Groucho ortholog UNC-37 interacts with the short Groucho-like protein LSY-22 to control developmental decisions in C. elegans.,Development,6.862
20421425,0021-9525,1540-8140,Rose LS,PMC2867312,LET-99 inhibits lateral posterior pulling forces during asymmetric spindle elongation in C. elegans embryos.,J Cell Biol,8.077
20423156,0893-228X,1520-5010,Hsieh YC,,Caenorhabditis elegans bicarbonate transporter ABTS-1 is involved in arsenite toxicity and cholinergic signaling.,Chem Res Toxicol,3.973
20430011,0006-291X,1090-2104,Lee J,,Genomic analysis of the telomeric length effect on organismic lifespan in Caenorhabditis elegans.,Biochem Biophys Res Commun,3.322
20479142,0016-6731,1943-2631,Han M,PMC2927752,Allele-specific suppressors of lin-1(R175Opal) identify functions of MOC-3 and DPH-3 in tRNA modification complexes in Caenorhabditis elegans.,Genetics,4.402
20448153,0036-8075,1095-9203,Podbilewicz B,PMC3057141,The fusogen EFF-1 controls sculpting of mechanosensory dendrites.,Science,63.714
20454655,,1932-6203,O'Connor V,PMC2862703,A differential role for neuropeptides in acute and chronic adaptive responses to alcohol: behavioural and genetic analysis in Caenorhabditis elegans.,PLoS One,3.752
20452341,0012-1606,1095-564X,Garriga G,PMC2909364,The role of C. elegans Ena/VASP homolog UNC-34 in neuronal polarity and motility.,Dev Biol,3.148
20419786,1058-8388,1097-0177,Schedl T,PMC3097115,PRP-17 and the pre-mRNA splicing pathway are preferentially required for the proliferation versus meiotic development decision and germline sex determination in Caenorhabditis elegans.,Dev Dyn,2.842
20456299,1474-9718,1474-9726,Hsu AL,PMC2910166,drr-2 encodes an eIF4H that acts downstream of TOR in diet-restriction-induced longevity of C. elegans.,Aging Cell,11.005
20461074,,1744-4292,Walhout AJ,PMC2890327,Functional modularity of nuclear hormone receptors in a Caenorhabditis elegans metabolic gene regulatory network.,Mol Syst Biol,13.068
20460307,0027-8424,1091-6490,Kenyon C,PMC2906894,Insulin/IGF-1 signaling mutants reprogram ER stress response regulators to promote longevity.,Proc Natl Acad Sci U S A,12.779
20460175,1567-133X,1872-7298,Kostrouchová M,PMC2910203,Diversification of fasting regulated transcription in a cluster of duplicated nuclear hormone receptors in C. elegans.,Gene Expr Patterns,1.488
20418868,1548-7091,1548-7105,Jorgensen EM,PMC2878396,Targeted gene deletions in C. elegans using transposon excision.,Nat Methods,47.99
20463888,1553-7390,1553-7404,Vermeulen W,PMC2865526,"Involvement of global genome repair, transcription coupled repair, and chromatin remodeling in UV DNA damage response changes during development.",PLoS Genet,
20462958,1059-1524,1939-4586,Rocheleau CE,PMC2893991,TBC-2 regulates RAB-5/RAB-7-mediated endosomal trafficking in Caenorhabditis elegans.,Mol Biol Cell,3.612
20413530,1079-5006,1758-535X,Steinberg CE,,The longevity effect of tannic acid in Caenorhabditis elegans: Disposable Soma meets hormesis.,J Gerontol A Biol Sci Med Sci,6.591
20412057,1742-464X,1742-4658,Vinuesa CG,,The ROQUIN family of proteins localizes to stress granules via the ROQ domain and binds target mRNAs.,FEBS J,5.622
20409822,0091-679X,,Leroux MR,,Functional genomics of intraflagellar transport-associated proteins in C. elegans.,Methods Cell Biol,1.829
20480196,0939-4451,1438-2199,Martinez A,,Superstoichiometric binding of L-Phe to phenylalanine hydroxylase from Caenorhabditis elegans: evolutionary implications.,Amino Acids,3.789
20478294,0012-1606,1095-564X,Sternberg PW,PMC3326348,"Re-programming of C. elegans male epidermal precursor fates by Wnt, Hox, and LIN-12/Notch activities.",Dev Biol,3.148
20478293,0012-1606,1095-564X,Puoti A,,The C. elegans sex determination protein MOG-3 functions in meiosis and binds to the CSL co-repressor CIR-1.,Dev Biol,3.148
20477758,1474-9718,1474-9726,Honda S,,Trehalose extends longevity in the nematode Caenorhabditis elegans.,Aging Cell,11.005
20139983,1545-9993,1545-9985,Kuriyan J,PMC2855215,Intersubunit capture of regulatory segments is a component of cooperative CaMKII activation.,Nat Struct Mol Biol,18.361
20484575,1059-1524,1939-4586,Katada T,PMC2903672,The arf-like GTPase Arl8 mediates delivery of endocytosed macromolecules to lysosomes in Caenorhabditis elegans.,Mol Biol Cell,3.612
20488933,1088-9051,1549-5469,Kammenga JE,PMC2892094,Genome-wide gene expression regulation as a function of genotype and age in C. elegans.,Genome Res,9.438
20045190,0147-6513,1090-2414,Xing X,,Pre-treatment with mild UV irradiation suppresses reproductive toxicity induced by subsequent cadmium exposure in nematodes.,Ecotoxicol Environ Saf,7.129
20493908,0166-4328,1872-7549,van der Kooy D,,A diacetyl-induced quiescence in young Caenorhabditis elegans.,Behav Brain Res,3.352
20493785,,1568-7856,Nilsen H,,Loss of Caenorhabditis elegans UNG-1 uracil-DNA glycosylase affects apoptosis in response to DNA damaging agents.,DNA Repair (Amst),4.354
20498707,,1932-6203,Jenna S,PMC2869356,Searching for signaling balance through the identification of genetic interactors of the Rab guanine-nucleotide dissociation inhibitor gdi-1.,PLoS One,3.752
20498281,0270-7306,1098-5549,Nishida E,PMC2897546,The DM domain transcription factor MAB-3 regulates male hypersensitivity to oxidative stress in Caenorhabditis elegans.,Mol Cell Biol,5.069
20502686,1553-7390,1553-7404,Padgett RW,PMC2873917,Caenorhabditis elegans SMA-10/LRIG is a conserved transmembrane protein that enhances bone morphogenetic protein signaling.,PLoS Genet,
20502519,1544-9173,1545-7885,Murphy CT,PMC2872642,Insulin signaling and dietary restriction differentially influence the decline of learning and memory with age.,PLoS Biol,9.593
20504757,0960-9822,1879-0445,Pujol N,,Cellular homeostasis: coping with ER overload during an immune response.,Curr Biol,10.9
20502478,0018-067X,1365-2540,Chandler CH,,Cryptic intraspecific variation in sex determination in Caenorhabditis elegans revealed by mutations.,Heredity (Edinb),3.832
20501698,0021-9533,1477-9137,Jansen G,,Dauer pheromone and G-protein signaling modulate the coordination of intraflagellar transport kinesin motor proteins in C. elegans.,J Cell Sci,5.235
20501697,0021-9533,1477-9137,Freedman JH,PMC2880014,Molecular characterization of numr-1 and numr-2: genes that increase both resistance to metal-induced stress and lifespan in Caenorhabditis elegans.,J Cell Sci,5.235
20498277,0270-7306,1098-5549,Blumenthal T,PMC2916409,"RNA polymerase II C-terminal domain phosphorylation patterns in Caenorhabditis elegans operons, polycistronic gene clusters with only one promoter.",Mol Cell Biol,5.069
20501595,0950-1991,1477-9129,Sternberg PW,PMC2875845,Paired and LIM class homeodomain proteins coordinate differentiation of the C. elegans ALA neuron.,Development,6.862
20501656,0021-9258,1083-351X,Kubiseski TJ,PMC2906297,Caenorhabditis elegans wsp-1 regulation of synaptic function at the neuromuscular junction.,J Biol Chem,
20497132,1474-9718,1474-9726,Driscoll M,PMC5859306,"Novel EGF pathway regulators modulate C. elegans healthspan and lifespan via EGF receptor, PLC-gamma, and IP3R activation.",Aging Cell,11.005
20497576,,1471-213X,Pilon M,PMC2887410,"C. elegans ten-1 is synthetic lethal with mutations in cytoskeleton regulators, and enhances many axon guidance defective mutants.",BMC Dev Biol,
20493184,0012-1606,1095-564X,Fire AZ,PMC2914126,Cell autonomous specification of temporal identity by Caenorhabditis elegans microRNA lin-4.,Dev Biol,3.148
20018341,0045-2068,1090-2120,Rode W,,Thiophosphorylation of free amino acids and enzyme protein by thiophosphoramidate ions.,Bioorg Chem,5.307
19765857,0176-1617,1618-1328,Maria Antosiewicz D,,Arsenic response of AtPCS1- and CePCS-expressing plants - effects of external As(V) concentration on As-accumulation pattern and NPT metabolism.,J Plant Physiol,3.686
19343312,0080-1844,1861-0412,Bassell GJ,PMC3718852,Spinal muscular atrophy and a model for survival of motor neuron protein function in axonal ribonucleoprotein complexes.,Results Probl Cell Differ,
20515680,0012-1606,1095-564X,Hardin J,PMC2914123,SAX-7/L1CAM and HMR-1/cadherin function redundantly in blastomere compaction and non-muscle myosin accumulation during Caenorhabditis elegans gastrulation.,Dev Biol,3.148
20520844,1544-9173,1545-7885,Alcedo J,PMC2876044,A neuromedin U receptor acts with the sensory system to modulate food type-dependent effects on C. elegans lifespan.,PLoS Biol,9.593
20510931,0092-8674,1097-4172,Shen K,PMC3168554,Two cyclin-dependent kinase pathways are essential for polarized trafficking of presynaptic components.,Cell,66.85
20520839,,1932-6203,Frickey T,PMC2876039,Improving Hox protein classification across the major model organisms.,PLoS One,3.752
20511522,0022-0949,1477-9145,Huang GS,,Effects of static magnetic fields on the development and aging of Caenorhabditis elegans.,J Exp Biol,3.308
20512132,1097-6256,1546-1726,Schafer WR,PMC2975101,Specific roles for DEG/ENaC and TRP channels in touch and thermosensation in C. elegans nociceptors.,Nat Neurosci,28.771
20512143,1548-7091,1548-7105,Chalfie M,PMC2894993,Enhanced neuronal RNAi in C. elegans using SID-1.,Nat Methods,47.99
20513639,0003-9861,1096-0384,Klotz LO,,Epigallocatechin gallate-induced modulation of FoxO signaling in mammalian cells and C. elegans: FoxO stimulation is masked via PI3K/Akt activation by hydrogen peroxide formed in cell culture.,Arch Biochem Biophys,4.114
20515653,0006-291X,1090-2104,Wu ZX,,UNC-31/CAPS docks and primes dense core vesicles in C. elegans neurons.,Biochem Biophys Res Commun,3.322
20518498,0006-2960,1520-4995,Marletta MA,PMC2903878,Structure and properties of a bis-histidyl ligated globin from Caenorhabditis elegans.,Biochemistry,3.321
20519502,0021-9258,1083-351X,Setou M,PMC2906286,Identification of tubulin deglutamylase among Caenorhabditis elegans and mammalian cytosolic carboxypeptidases (CCPs).,J Biol Chem,
20519582,0021-9533,1477-9137,Cabello J,,ccz-1 mediates the digestion of apoptotic corpses in C. elegans.,J Cell Sci,5.235
20520707,0028-0836,1476-4687,Hengartner MO,PMC3328299,HIF-1 antagonizes p53-mediated apoptosis through a secreted neuronal tyrosinase.,Nature,69.504
20523114,1554-8627,1554-8635,Legouis R,,The autophagosomal protein LGG-2 acts synergistically with LGG-1 in dauer formation and longevity in C. elegans.,Autophagy,13.391
20523893,1553-7390,1553-7404,McIntire SL,PMC2877737,Manipulation of behavioral decline in Caenorhabditis elegans with the Rag GTPase raga-1.,PLoS Genet,
19963599,2375-7477,,Zhang W,,A novel gene detection method based on period-3 property.,Annu Int Conf IEEE Eng Med Biol Soc,
20526330,1465-7392,1476-4679,Xue D,PMC2896453,Caenorhabditis elegans transthyretin-like protein TTR-52 mediates recognition of apoptotic cells by the CED-1 phagocyte receptor.,Nat Cell Biol,28.213
20471944,1097-2765,1097-4164,Cheeseman IM,PMC2873218,Aurora B phosphorylates spatially distinct targets to differentially regulate the kinetochore-microtubule interface.,Mol Cell,19.328
20528576,,1029-2470,Wang L,,A deuterohemin peptide extends lifespan and increases stress resistance in Caenorhabditis elegans.,Free Radic Res,4.354
20529267,,1471-213X,Padgett RW,PMC2894779,Regulation of genes affecting body size and innate immunity by the DBL-1/BMP-like pathway in Caenorhabditis elegans.,BMC Dev Biol,
20529843,0021-9258,1083-351X,Nomura K,PMC2915708,Two Golgi-resident 3'-Phosphoadenosine 5'-phosphosulfate transporters play distinct roles in heparan sulfate modifications and embryonic and larval development in Caenorhabditis elegans.,J Biol Chem,
20529861,0021-9258,1083-351X,Pyle AM,PMC2919099,Double-stranded RNA-dependent ATPase DRH-3: insight into its role in RNAsilencing in Caenorhabditis elegans.,J Biol Chem,
20530210,0021-9525,1540-8140,Hu J,PMC2886347,The small GTPases ARL-13 and ARL-3 coordinate intraflagellar transport and ciliogenesis.,J Cell Biol,8.077
20530551,0950-1991,1477-9129,Jin Y,PMC2882140,Nuclear pre-mRNA 3'-end processing regulates synapse and axon development in C. elegans.,Development,6.862
20530576,0021-9533,1477-9137,Rhoads RE,PMC2886744,A C. elegans eIF4E-family member upregulates translation at elevated temperatures of mRNAs encoding MSH-5 and other meiotic crossover proteins.,J Cell Sci,5.235
20530643,0964-6906,1460-2083,Link CD,PMC2908471,Neurotoxic effects of TDP-43 overexpression in C. elegans.,Hum Mol Genet,5.121
20532558,0949-944X,1432-041X,Navarro RE,,Bioinformatic analysis of P granule-related proteins: insights into germ granule evolution in nematodes.,Dev Genes Evol,2.116
20592266,0016-6731,1943-2631,Villeneuve AM,PMC2940310,"The synaptonemal complex shapes the crossover landscape through cooperative assembly, crossover promotion and crossover inhibition during Caenorhabditis elegans meiosis.",Genetics,4.402
20534837,0270-6474,1529-2401,Komuniecki RW,PMC3005568,The monoaminergic modulation of sensory-mediated aversive responses in Caenorhabditis elegans requires glutamatergic/peptidergic cotransmission.,J Neurosci,6.709
20534848,0270-6474,1529-2401,van der Kooy D,PMC6632696,Insulin signaling plays a dual role in Caenorhabditis elegans memory acquisition and memory retrieval.,J Neurosci,6.709
20535623,1610-2940,0948-5023,Stolarski R,PMC3076583,Dynamical insight into Caenorhabditis elegans eIF4E recognition specificity for mono-and trimethylated structures of mRNA 5' cap.,J Mol Model,2.172
20534671,0950-1991,1477-9129,Liu J,PMC2889605,The RGM protein DRAG-1 positively regulates a BMP-like signaling pathway in Caenorhabditis elegans.,Development,6.862
20537990,0012-1606,1095-564X,Miller DM 3rd,PMC2919608,Time-lapse imaging and cell-specific expression profiling reveal dynamic branching and molecular determinants of a multi-dendritic nociceptor in C. elegans.,Dev Biol,3.148
20538589,0021-9258,1083-351X,Bähler M,PMC2915729,Head of myosin IX binds calmodulin and moves processively toward the plus-end of actin filaments.,J Biol Chem,
20540742,,1471-2121,Fares H,PMC2891664,"Roles of CUP-5, the Caenorhabditis elegans orthologue of human TRPML1, in lysosome and gut granule biogenesis.",BMC Cell Biol,
20543824,0028-0836,1476-4687,Kennedy S,PMC2892551,Small regulatory RNAs inhibit RNA polymerase II during the elongation phase of transcription.,Nature,69.504
20546305,1742-464X,1742-4658,Darzynkiewicz E,PMC2907653,Structural requirements for Caenorhabditis elegans DcpS substrates based on fluorescence and HPLC enzyme kinetic studies.,FEBS J,5.622
20555324,0028-0836,1476-4687,Brunet A,PMC3075006,Members of the H3K4 trimethylation complex regulate lifespan in a germline-dependent manner in C. elegans.,Nature,69.504
20550938,0092-8674,1097-4172,Zhang H,,C. elegans screen identifies autophagy genes specific to multicellular organisms.,Cell,66.85
20554764,1059-1524,1939-4586,Hunter CP,PMC2912356,Regulators of the actin cytoskeleton mediate lethality in a Caenorhabditis elegans dhc-1 mutant.,Mol Biol Cell,3.612
20553900,0012-1606,1095-564X,Zarkower D,PMC2921588,EGL-5/ABD-B plays an instructive role in male cell fate determination in the C. elegans somatic gonad.,Dev Biol,3.148
20564561,1612-1872,1612-1880,Homma H,,Comparative characterization of three D-aspartate oxidases and one D-amino acid oxidase from Caenorhabditis elegans.,Chem Biodivers,2.745
20553489,1742-464X,1742-4658,Stürzenbaum SR,,The two Caenorhabditis elegans metallothioneins (CeMT-1 and CeMT-2) discriminate between essential zinc and toxic cadmium.,FEBS J,5.622
20550516,1474-9718,1474-9726,Daniel H,,Altered signalling from germline to intestine pushes daf-2;pept-1 Caenorhabditis elegans into extreme longevity.,Aging Cell,11.005
20567262,1001-0602,1748-7838,Chen CD,,Coordinated regulation of active and repressive histone methylations by a dual-specificity histone demethylase ceKDM7A from Caenorhabditis elegans.,Cell Res,46.297
20567261,1001-0602,1748-7838,Xu Y,,Structural insights into a dual-specificity histone demethylase ceKDM7A from Caenorhabditis elegans.,Cell Res,46.297
20565799,,1471-2199,Savage-Dunn C,PMC2904332,Alternative trans-splicing of Caenorhabditis elegans sma-9/schnurri generates a short transcript that provides tissue-specific function in BMP signaling.,BMC Mol Biol,4.619
20549717,1058-8388,1097-0177,Shim YH,,"A circulatory transcriptional regulation among daf-9, daf-12, and daf-16 mediates larval development upon cholesterol starvation in Caenorhabditis elegans.",Dev Dyn,2.842
20559560,1935-2727,1935-2735,Devaney E,PMC2886105,Assay strategies for the discovery and validation of therapeutics targeting Brugia pahangi Hsp90.,PLoS Negl Trop Dis,
20573983,1059-1524,1939-4586,Grant BD,PMC2921114,EHBP-1 functions with RAB-10 during endocytic recycling in Caenorhabditis elegans.,Mol Biol Cell,3.612
20573244,,1471-2199,Williamson JR,PMC2905418,"High-affinity consensus binding of target RNAs by the STAR/GSG proteins GLD-1, STAR-2 and Quaking.",BMC Mol Biol,4.619
20592265,0016-6731,1943-2631,Jin Y,PMC2940282,A ubiquitin E2 variant protein acts in axon termination and synaptogenesis in Caenorhabditis elegans.,Genetics,4.402
20584279,,1741-7007,Braeckman BP,PMC2914644,Disruption of insulin signalling preserves bioenergetic competence of mitochondria in ageing Caenorhabditis elegans.,BMC Biol,7.364
20578245,0021-9541,1097-4652,Han SS,,Caenorhabditis elegans mitofilin homologs control the morphology of mitochondrial cristae and influence reproduction and physiology.,J Cell Physiol,6.513
20576486,0945-053X,1569-1802,Merz DC,,The C. elegans hyaluronidase: a developmentally significant enzyme with chondroitin-degrading activity at both acidic and neutral pH.,Matrix Biol,10.447
20003171,1474-9718,1474-9726,Dillin A,PMC3026833,Temporal requirements of insulin/IGF-1 signaling for proteotoxicity protection.,Aging Cell,11.005
19875448,0021-9258,1083-351X,O'Connor R,PMC2805445,Heme-binding protein HRG-1 is induced by insulin-like growth factor I and associates with the vacuolar H+-ATPase to control endosomal pH and receptor trafficking.,J Biol Chem,
20600277,0145-305X,1879-0089,Vilcinskas A,,Role of matrix metalloproteinase ZMP-2 in pathogen resistance and development in Caenorhabditis elegans.,Dev Comp Immunol,3.605
20599902,0012-1606,1095-564X,Lyczak R,PMC2914133,The PAM-1 aminopeptidase regulates centrosome positioning to ensure anterior-posterior axis specification in one-cell C. elegans embryos.,Dev Biol,3.148
20599896,0012-1606,1095-564X,Reinke V,PMC3375680,Genome-wide analysis of germ cell proliferation in C.elegans identifies VRK-1 as a key regulator of CEP-1/p53.,Dev Biol,3.148
20598917,1059-1311,1532-2688,Gupta SK,,Baccoside A suppresses epileptic-like seizure/convulsion in Caenorhabditis elegans.,Seizure,3.414
20598602,1097-2765,1097-4164,La Volpe A,,Preventing nonhomologous end joining suppresses DNA repair defects of Fanconi anemia.,Mol Cell,19.328
20595048,0012-1606,1095-564X,Eckmann CR,,"The Caenorhabditis elegans Ste20 kinase, GCK-3, is essential for postembryonic developmental timing and regulates meiotic chromosome segregation.",Dev Biol,3.148
20579886,0960-9822,1879-0445,Hyman AA,,LGL can partition the cortex of one-cell Caenorhabditis elegans embryos into two domains.,Curr Biol,10.9
20580433,0147-6513,1090-2414,Shen L,,Formation of a combined Ca/Cd toxicity on lifespan of nematode Caenorhabditis elegans.,Ecotoxicol Environ Saf,7.129
20532239,1544-9173,1545-7885,Scita G,PMC2879411,Molecular basis for the dual function of Eps8 on actin dynamics: bundling and capping.,PLoS Biol,9.593
19585975,0003-2700,1520-6882,Toulhoat P,,Statistical recoupling prior to significance testing in nuclear magnetic resonance based metabonomics.,Anal Chem,8.008
20623595,1058-8388,1097-0177,Gaudet J,,In vitro and in vivo characterization of Caenorhabditis elegans PHA-4/FoxA response elements.,Dev Dyn,2.842
20624379,0012-1606,1095-564X,Zhang H,,Wnt signaling controls temporal identities of seam cells in Caenorhabditis elegans.,Dev Biol,3.148
20624381,0012-1606,1095-564X,Gupta BP,,Conserved mechanism of Wnt signaling function in the specification of vulval precursor fates in C. elegans and C. briggsae.,Dev Biol,3.148
20624915,0021-9258,1083-351X,Nishida E,PMC2943277,The ERK-MAPK pathway regulates longevity through SKN-1 and insulin-like signaling in Caenorhabditis elegans.,J Biol Chem,
20617690,1001-5302,,Niu X,,[Effect of Ligusticum chuanxiong extract on lifespan of Caenorhabditis elegans and its underlying molecular mechanisms].,Zhongguo Zhong Yao Za Zhi,
20620993,1550-4131,1932-7420,Hu PJ,PMC2907918,EAK-7 controls development and life span by regulating nuclear DAF-16/FoxO activity.,Cell Metab,31.373
20610393,0021-9258,1083-351X,Paik YK,PMC2937964,Contribution of the peroxisomal acox gene to the dynamic balance of daumone production in Caenorhabditis elegans.,J Biol Chem,
20613724,0028-0836,1476-4687,Tissenbaum HA,PMC3109862,A new DAF-16 isoform regulates longevity.,Nature,69.504
20595232,0890-9369,1549-5477,Näär AM,PMC2895199,Conserved role of SIRT1 orthologs in fasting-dependent inhibition of the lipid/cholesterol regulator SREBP.,Genes Dev,12.89
8026338,0950-1991,,Boswell RE,,The mago nashi locus encodes an essential product required for germ plasm assembly in Drosophila.,Development,6.862
9326663,0027-8424,1091-6490,Nathans J,PMC23563,Identification and characterization of a conserved family of protein serine/threonine phosphatases homologous to Drosophila retinal degeneration C.,Proc Natl Acad Sci U S A,12.779
9722942,0888-7543,,Campbell HD,,"SOLH, a human homologue of the Drosophila melanogaster small optic lobes gene is a member of the calpain and zinc-finger gene families and maps to human chromosome 16p13.3 near CATM (cataract with microphthalmia).",Genomics,4.31
20627077,1534-5807,1878-1551,Tessier-Lavigne M,PMC2974572,The tripartite motif protein MADD-2 functions with the receptor UNC-40 (DCC) in Netrin-mediated axon attraction and branching.,Dev Cell,13.417
20627078,1534-5807,1878-1551,Roy PJ,,"MADD-2, a homolog of the Opitz syndrome protein MID1, regulates guidance to the midline through UNC-40 in Caenorhabditis elegans.",Dev Cell,13.417
20627961,0950-1991,1477-9129,Wirtz D,PMC2927702,MEX-5 enrichment in the C. elegans early embryo mediated by differential diffusion.,Development,6.862
20590843,,1447-0594,Honda S,,"Redox regulation, gene expression and longevity.",Geriatr Gerontol Int,3.387
18430890,1355-8382,1469-9001,Jemielity J,PMC2390807,Synthesis and characterization of mRNA cap analogs containing phosphorothioate substitutions that bind tightly to eIF4E and are resistant to the decapping pyrophosphatase DcpS.,RNA,5.636
20639372,0099-2240,1098-5336,Fuchs TM,PMC2937509,Yersinia enterocolitica infection and tcaA-dependent killing of Caenorhabditis elegans.,Appl Environ Microbiol,5.005
20647544,0270-7306,1098-5549,Chow CW,PMC2937537,Evolutionarily conserved role of calcineurin in phosphodegron-dependent degradation of phosphodiesterase 4D.,Mol Cell Biol,5.069
20647459,0036-8075,1095-9203,Keller L,,Chromosome size differences may affect meiosis and genome size.,Science,63.714
20647387,0027-8424,1091-6490,Tan MW,PMC2922217,"Systemic and cell intrinsic roles of Gqalpha signaling in the regulation of innate immunity, oxidative stress, and longevity in Caenorhabditis elegans.",Proc Natl Acad Sci U S A,12.779
20647014,0014-5793,1873-3468,Shim YH,,Apigenin inhibits larval growth of Caenorhabditis elegans through DAF-16 activation.,FEBS Lett,3.864
20644623,,1932-6203,McCardell B,PMC2903476,"Vibrio cholerae hemolysin is required for lethality, developmental delay, and intestinal vacuolation in Caenorhabditis elegans.",PLoS One,3.752
20649472,1523-0864,1557-7716,Jakob U,PMC3052275,"Effects of oxidative stress on behavior, physiology, and the redox thiol proteome of Caenorhabditis elegans.",Antioxid Redox Signal,7.468
20547129,0896-6273,1097-4199,Shen K,PMC3168544,"An Arf-like small G protein, ARL-8, promotes the axonal transport of presynaptic cargoes by suppressing vesicle aggregation.",Neuron,18.688
20663955,0027-8424,1091-6490,Miller DM 3rd,PMC2922603,Coenzyme Q protects Caenorhabditis elegans GABA neurons from calcium-dependent degeneration.,Proc Natl Acad Sci U S A,12.779
20663921,0021-9533,1477-9137,Gotta M,,LARP-1 promotes oogenesis by repressing fem-3 in the C. elegans germline.,J Cell Sci,5.235
20661466,1553-7390,1553-7404,Gartner A,PMC2908289,The Caenorhabditis elegans homolog of Gen1/Yen1 resolvases links DNA damage signaling to DNA double-strand break repair.,PLoS Genet,
20661436,1553-7390,1553-7404,Chan RC,PMC2908675,Structural maintenance of chromosomes (SMC) proteins promote homolog-independent recombination repair in meiosis crucial for germ cell genomic stability.,PLoS Genet,
20660479,0305-1048,1362-4962,Plavec J,PMC2995062,NMR structure of the let-7 miRNA interacting with the site LCS1 of lin-41 mRNA from Caenorhabditis elegans.,Nucleic Acids Res,19.16
20660080,1355-8382,1469-9001,Yuan HS,PMC2924534,Structural and biochemical characterization of CRN-5 and Rrp46: an exosome component participating in apoptotic DNA degradation.,RNA,5.636
20659444,0012-1606,1095-564X,Kipreos ET,PMC2955628,"C. elegans CAND-1 regulates cullin neddylation, cell proliferation and morphogenesis in specific tissues.",Dev Biol,3.148
20668681,,1932-6203,Aballay A,PMC2909909,C. elegans germline-deficient mutants respond to pathogen infection using shared and distinct mechanisms.,PLoS One,3.752
20668164,1059-1524,1939-4586,Arai H,PMC2938378,"Intracellular phospholipase A1 and acyltransferase, which are involved in Caenorhabditis elegans stem cell divisions, determine the sn-1 fatty acyl chain of phosphatidylinositol.",Mol Biol Cell,3.612
20667114,,1471-213X,Takács-Vellai K,PMC2915959,The C. elegans Hox gene ceh-13 regulates cell migration and fusion in a non-colinear way. Implications for the early evolution of Hox clusters.,BMC Dev Biol,
20603073,1097-2765,1097-4164,Elledge SJ,PMC2919743,"A genetic screen identifies FAN1, a Fanconi anemia-associated nuclease necessary for DNA interstrand crosslink repair.",Mol Cell,19.328
20673766,0020-7519,1879-0135,Grant WN,,Failure of Parastrongyloides trichosuri daf-7 to complement a Caenorhabditis elegans daf-7 (e1372) mutant: implications for the evolution of parasitism.,Int J Parasitol,4.33
20673162,1523-0864,1557-7716,Tissenbaum HA,PMC3021330,DAF-16/Forkhead box O transcription factor: many paths to a single Fork(head) in the road.,Antioxid Redox Signal,7.468
20680489,1016-8478,0219-1032,Shim YH,,Two mutations in pab-1 encoding poly(A)-binding protein show similar defects in germline stem cell proliferation but different longevity in C. elegans.,Mol Cells,4.25
20689042,0027-8424,1091-6490,Hardin J,PMC2930443,In vitro and in vivo reconstitution of the cadherin-catenin-actin complex from Caenorhabditis elegans.,Proc Natl Acad Sci U S A,12.779
20687916,,1471-213X,Chow KL,PMC2921377,mab-31 and the TGF-beta pathway act in the ray lineage to pattern C. elegans male sensory rays.,BMC Dev Biol,
