ID,Name,Evidence
WBPhenotype:0001381,anoxia resistant,allele
WBPhenotype:0001382,protein modification variant,allele
WBPhenotype:0001383,protein methylation variant,rnai
WBPhenotype:0001384,fertility reduced,allele
WBPhenotype:0001385,precocious oogenesis,rnai
WBPhenotype:0001386,fertilization defective hermaphrodite,allele
WBPhenotype:0001387,fertilization defect male,allele
WBPhenotype:0001388,organism hypersensitive gamma irradiation,rnai
WBPhenotype:0001390,cell UV hypersensitive,allele
WBPhenotype:0001391,gamma ray induced apoptosis increased,allele
WBPhenotype:0001392,cell cycle arrest,rnai
WBPhenotype:0001393,cell acidification variant,allele
WBPhenotype:0001394,cell acidification defective,rnai
WBPhenotype:0001395,body vacuole,allele
WBPhenotype:0001396,pumping absent,allele
WBPhenotype:0001397,necrotic cell death increased,rnai
WBPhenotype:0001398,neurite morphology variant,allele
WBPhenotype:0001399,cell membrane morphology variant,rnai
WBPhenotype:0001400,level of protein expression variant,rnai
WBPhenotype:0001401,mitochondria morphology variant,allele
WBPhenotype:0001402,connected mitochondria,allele
WBPhenotype:0001403,antibody subcellular localization variant,rnai
WBPhenotype:0001404,ectopic expression antibody,rnai
WBPhenotype:0001405,protein aggregation variant,rnai
WBPhenotype:0001407,protein expression reduced cell specific,rnai
WBPhenotype:0001408,pattern protein expression variant,rnai
WBPhenotype:0001409,protein expression ectopic,allele
WBPhenotype:0001410,protein expression absent,rnai
WBPhenotype:0001411,cuticle carbohydrate surface variant,allele
WBPhenotype:0001412,alae morphology variant,allele
WBPhenotype:0001413,bacterially unswollen,allele
WBPhenotype:0001414,male mating defective,allele
WBPhenotype:0001415,pathogen adherence variant,allele
WBPhenotype:0001416,pathogen adherence defect,allele
WBPhenotype:0001417,organism desiccation response variant,allele
WBPhenotype:0001418,organism hypersensitive desiccation,allele
WBPhenotype:0001419,emetine hypersensitive,allele
WBPhenotype:0001420,biofilm absent head,allele
WBPhenotype:0001421,endocytic transport variant,allele
WBPhenotype:0001422,endocytic transport defect,rnai
WBPhenotype:0001423,coelomocyte physiology variant,allele
WBPhenotype:0001424,oocyte physiology variant,rnai
WBPhenotype:0001425,receptor mediated endocytosis defective,rnai
WBPhenotype:0001426,coelomocyte endocytosis defective,rnai
WBPhenotype:0001427,cytoplasmic appearance variant,rnai
WBPhenotype:0001428,intestinal vacuole,rnai
WBPhenotype:0001429,granules cytoplasm,allele
WBPhenotype:0001430,lysosome organization biogenesis variant,allele
WBPhenotype:0001431,pointed tail tip male,allele
WBPhenotype:0001432,over retracted male tail,allele
WBPhenotype:0001433,precocious cell fusion,allele
WBPhenotype:0001434,chemotaxis variant,rnai
WBPhenotype:0001435,ammonium chloride chemotaxis defective,allele
WBPhenotype:0001436,nose touch hypersensitive,allele
WBPhenotype:0001437,octanol chemotaxis hypersensitive,allele
WBPhenotype:0001438,odorant positive chemotaxis defective,allele
WBPhenotype:0001441,aqueous positive chemotaxis defective,allele
WBPhenotype:0001442,sodium acetate chemotaxis defective,allele
WBPhenotype:0001443,aqueous chemosensory response variant,allele
WBPhenotype:0001444,aqueous adaptation defective,allele
WBPhenotype:0001445,sodium acetate adaptation defective,allele
WBPhenotype:0001446,sodium chloride adaptation defective,allele
WBPhenotype:0001447,ammonium chloride adaptation defective,allele
WBPhenotype:0001448,odorant negative chemotaxis defective,allele
WBPhenotype:0001450,aqueous negative chemotaxis variant,allele
WBPhenotype:0001452,octanol chemotaxis variant,allele
WBPhenotype:0001453,high sodium chloride concentration osmotic avoidance variant,allele
WBPhenotype:0001454,quinine chemotaxis variant,allele
WBPhenotype:0001461,sodium acetate chemotaxis variant,rnai
WBPhenotype:0001462,sodium chloride chemotaxis variant,allele
WBPhenotype:0001468,benzaldehyde chemotaxis variant,allele
WBPhenotype:0001469,butanone chemotaxis variant,allele
WBPhenotype:0001470,diacetyl chemotaxis variant,allele
WBPhenotype:0001472,isoamyl alcohol chemotaxis variant,allele
WBPhenotype:0001474,pyrazine chemotaxis variant,allele
WBPhenotype:0001476,anterior body contraction variant,allele
WBPhenotype:0001477,anterograde transport variant,rnai
WBPhenotype:0001478,body elongation variant,rnai
WBPhenotype:0001479,dauer pheromone sensation variant,allele
WBPhenotype:0001481,thrashing increased,allele
WBPhenotype:0001482,frequency body bend reduced,allele
WBPhenotype:0001483,late stage egg laid,allele
WBPhenotype:0001484,ammonium acetate chemotaxis defective,allele
WBPhenotype:0001485,ER stress response variant,allele
WBPhenotype:0001486,unfolded protein accumulation,rnai
WBPhenotype:0001487,male spicule development variant,allele
WBPhenotype:0001492,no back end,allele
WBPhenotype:0001493,VPC cell division precocious,rnai
WBPhenotype:0001494,distal tip cell migration precocious,allele
WBPhenotype:0001495,cell division precocious,rnai
WBPhenotype:0001496,metaphase to anaphase transition defect,allele
WBPhenotype:0001497,mitotic metaphase to anaphase transition defect,allele
WBPhenotype:0001498,sperm pseudopod physiology variant,allele
WBPhenotype:0001499,meiotic chromosome segregation variant,rnai
WBPhenotype:0001500,pentanedione chemotaxis variant,allele
WBPhenotype:0001501,odorant discrimination defective,allele
WBPhenotype:0001502,chemical resistant,rnai
WBPhenotype:0001503,ventral nerve cord maintenance variant,rnai
WBPhenotype:0001504,maternal effect sterile,rnai
WBPhenotype:0001505,spontaneous reversal variant,allele
WBPhenotype:0001506,spontaneous reversal rate variant,allele
WBPhenotype:0001507,Bacillus thuringiensis toxin resistant,rnai
WBPhenotype:0001508,anchor cell fusion defective,allele
WBPhenotype:0001509,rays missing,allele
WBPhenotype:0001510,neuronal cell fate specification variant,allele
WBPhenotype:0001511,linker cell migration variant,rnai
WBPhenotype:0001512,loss of left right asymmetry,allele
WBPhenotype:0001513,dense core vesicle exocytosis variant,allele
WBPhenotype:0001514,synaptic vesicle endocytosis variant,allele
WBPhenotype:0001515,struts variant,rnai
WBPhenotype:0001516,helical cuticle,allele
WBPhenotype:0001517,annulae morphology variant,allele
WBPhenotype:0001518,biogenic amine physiology variant,allele
WBPhenotype:0001519,posterior cell migration variant,allele
WBPhenotype:0001520,posterior neuron migration variant,allele
WBPhenotype:0001521,body elongation retracted,allele
WBPhenotype:0001522,spicules protrude,allele
WBPhenotype:0001523,extracellular matrix variant,rnai
WBPhenotype:0001524,quiescence variant,allele
WBPhenotype:0001525,terminal bulb morphology variant,allele
WBPhenotype:0001526,ciliated neuron morphology variant,allele
WBPhenotype:0001528,sensillum accessory cell morphology variant,allele
WBPhenotype:0001530,cephalic sensillum morphology variant,allele
WBPhenotype:0001531,labial sensillum morphology variant,allele
WBPhenotype:0001532,inner labial morphology variant,allele
WBPhenotype:0001533,outer labial morphology variant,allele
WBPhenotype:0001534,neuronal ECM variant,allele
WBPhenotype:0001535,deirid sensillum morphology variant,allele
WBPhenotype:0001536,embryonic cell patterning variant,rnai
WBPhenotype:0001538,mRNA surveillance defective,rnai
WBPhenotype:0001539,dauer induction variant,rnai
WBPhenotype:0001540,dauer lifespan variant,allele
WBPhenotype:0001541,dauer gonad arrest variant,rnai
WBPhenotype:0001545,dauer body morphology variant,rnai
WBPhenotype:0001547,dauer metabolism phenotype,allele
WBPhenotype:0001551,dauer cuticle variant,rnai
WBPhenotype:0001552,dauer pharynx morphology variant,rnai
WBPhenotype:0001561,dauer inner labial sensillum variant,allele
WBPhenotype:0001565,lysine chemotaxis defective,allele
WBPhenotype:0001566,ventral enclosure variant,allele
WBPhenotype:0001567,nuclei enlarged,rnai
WBPhenotype:0001568,mRNA export variant,allele
WBPhenotype:0001569,body wall muscle myosin organization defective,rnai
WBPhenotype:0001570,body wall muscle actin organization defective,rnai
WBPhenotype:0001571,body wall muscle cell polarization variant,allele
WBPhenotype:0001572,masculinized,rnai
WBPhenotype:0001573,nicotine response variant,allele
WBPhenotype:0001574,ATP levels variant,allele
WBPhenotype:0001575,ATP levels reduced,rnai
WBPhenotype:0001576,mitochondria spacing variant,rnai
WBPhenotype:0001577,mitochondria alignment variant,rnai
WBPhenotype:0001578,cholinergic agonist resistant,allele
WBPhenotype:0001580,nuclear envelope breakdown variant,rnai
WBPhenotype:0001581,X linked gene expression enhanced,allele
WBPhenotype:0001582,X linked gene expression reduced,allele
WBPhenotype:0001583,XXX progeny,allele
WBPhenotype:0001584,chromosome alignment variant,rnai
WBPhenotype:0001585,asymmetric cell division variant,rnai
WBPhenotype:0001586,multiple anchor cells,rnai
WBPhenotype:0001587,actin organization biogenesis phenotype,rnai
WBPhenotype:0001588,microtubule organization biogenesis variant,rnai
WBPhenotype:0001589,microtubule nucleation variant,rnai
WBPhenotype:0001591,microtubule polymerization variant,rnai
WBPhenotype:0001592,fainter,allele
WBPhenotype:0001593,transgene silencing variant,allele
WBPhenotype:0001594,germline transgene silencing variant,rnai
WBPhenotype:0001595,somatic transgene silencing variant,rnai
WBPhenotype:0001596,tail bobbed,allele
WBPhenotype:0001597,muscle missing,rnai
WBPhenotype:0001599,ouabain resistant,allele
WBPhenotype:0001602,methiothepin resistant,allele
WBPhenotype:0001603,cyproheptadine resistant,allele
WBPhenotype:0001604,mianserin resistant,allele
WBPhenotype:0001606,ethanol hypersensitive,allele
WBPhenotype:0001608,enflurane hypersensitive,allele
WBPhenotype:0001609,isoflurane hypersensitive,allele
WBPhenotype:0001610,diethyl ether hypersensitive,allele
WBPhenotype:0001611,halothane hypersensitive,allele
WBPhenotype:0001612,ethanol resistant,allele
WBPhenotype:0001613,paralysis response to ethanol resistant,allele
WBPhenotype:0001617,ethosuximide resistant,allele
WBPhenotype:0001618,halothane resistant,allele
WBPhenotype:0001619,isoflurane resistant,allele
WBPhenotype:0001620,organism oxidative stress response variant,rnai
WBPhenotype:0001621,organism oxidative stress response hypersensitive,allele
WBPhenotype:0001622,egg laying serotonin hypersensitive,allele
WBPhenotype:0001624,male tail curling serotonin resistant,allele
WBPhenotype:0001625,male tail curling serotonin hypersensitive,allele
WBPhenotype:0001627,locomotion rate serotonin hypersensitive,allele
WBPhenotype:0001628,locomotion rate serotonin resistant,allele
WBPhenotype:0001630,gut obstructed,allele
WBPhenotype:0001631,nullo X gamete,allele
WBPhenotype:0001634,organism electrophilic stress hypersensitive,rnai
WBPhenotype:0001635,excess pharyngeal cells,rnai
WBPhenotype:0001636,excess intestinal cells,rnai
WBPhenotype:0001637,no Intestine,rnai
WBPhenotype:0001639,roaming reduced,allele
WBPhenotype:0001640,acidification level defective,rnai
WBPhenotype:0001641,posterior body wall contraction defective,rnai
WBPhenotype:0001642,cell cleavage variant emb,rnai
WBPhenotype:0001643,excess hypodermal cells,allele
WBPhenotype:0001644,protein metabolism variant,rnai
WBPhenotype:0001645,protein degradation variant,rnai
WBPhenotype:0001646,no pharynx,allele
WBPhenotype:0001648,no posterior pharynx,rnai
WBPhenotype:0001649,Fluorouracil resistant,rnai
WBPhenotype:0001650,germ cell death response to 5 FU resistant,allele
WBPhenotype:0001651,growth arrest response to 5 FU resistant,allele
WBPhenotype:0001652,anchor cell invasion variant,rnai
WBPhenotype:0001653,cadmium response variant,allele
WBPhenotype:0001654,cadmium resistant,allele
WBPhenotype:0001655,cadmium hypersensitive,allele
WBPhenotype:0001656,distal tip cell development variant,allele
WBPhenotype:0001657,cell junction variant,rnai
WBPhenotype:0001658,intercellular junction variant,allele
WBPhenotype:0001659,spermatheca morphology variant,rnai
WBPhenotype:0001660,loss of asymmetry ASE,allele
WBPhenotype:0001661,loss of asymmetry AWC,allele
WBPhenotype:0001662,spermatheca development variant,allele
WBPhenotype:0001663,organism oxidative stress resistant,rnai
WBPhenotype:0001664,X chromosome nondisjunction,allele
WBPhenotype:0001665,low incidence male progeny,allele
WBPhenotype:0001666,organism hypersensitive X ray irradiation,allele
WBPhenotype:0001667,methyl methanesulfonate hypersensitive,allele
WBPhenotype:0001668,oocyte accumulation,rnai
WBPhenotype:0001669,presynaptic vesicle number variant,allele
WBPhenotype:0001670,presynaptic vesicle number reduced,allele
WBPhenotype:0001671,vesicle organization variant,rnai
WBPhenotype:0001672,commisure growth variant,rnai
WBPhenotype:0001673,telomere homeostasis variant,allele
WBPhenotype:0001674,telomere morphology variant,allele
WBPhenotype:0001675,male gonad development variant,rnai
WBPhenotype:0001676,touch receptor cell morphology variant,allele
WBPhenotype:0001677,stage specific cuticle antigenicity variant,allele
WBPhenotype:0001678,cuticle physiology variant,allele
WBPhenotype:0001679,multipolar neuron,allele
WBPhenotype:0001680,adoption of fused vulval cell fate,rnai
WBPhenotype:0001681,spindle orientation variant,allele
WBPhenotype:0001682,organism UV resistant,allele
WBPhenotype:0001683,spermatogenesis defective hermaphrodite,allele
WBPhenotype:0001684,synaptic vesicle homeostasis variant,rnai
WBPhenotype:0001685,postsynaptic region morphology variant,allele
WBPhenotype:0001687,surface antigenicity variant,allele
WBPhenotype:0001688,surface coat variant,allele
WBPhenotype:0001689,surface antigen negative,allele
WBPhenotype:0001690,constitutive larval display,allele
WBPhenotype:0001691,germ nuclei rachis,allele
WBPhenotype:0001692,pheromone induced larval display defective,allele
WBPhenotype:0001693,male posterior alae,allele
WBPhenotype:0001694,spermatogenesis to oogenesis switch defective,allele
WBPhenotype:0001696,biosynthesis variant,rnai
WBPhenotype:0001697,chondroitin biosynthesis variant,rnai
WBPhenotype:0001698,heparan sulfate biosynthesis variant,rnai
WBPhenotype:0001699,localized movement variant,allele
WBPhenotype:0001700,swimming variant,allele
WBPhenotype:0001701,spastic locomotion,allele
WBPhenotype:0001702,directionality variant,allele
WBPhenotype:0001703,body bend variant,allele
WBPhenotype:0001704,multiple alae,rnai
WBPhenotype:0001707,nuclear import defective,rnai
WBPhenotype:0001708,protein export from nucleus defective,rnai
WBPhenotype:0001710,rhythmic tolerance to osmotic stress variant,allele
WBPhenotype:0001711,rhythmic behavior variant,allele
WBPhenotype:0001712,circadian rhythm behavior variant,allele
WBPhenotype:0001713,locomotory rhythm variant,allele
WBPhenotype:0001715,pirouette frequency variant,allele
WBPhenotype:0001716,forward point velocity variant,allele
WBPhenotype:0001717,centroid velocity variant,allele
WBPhenotype:0001719,unfolded protein response variant,rnai
WBPhenotype:0001720,spermatozoa retro location defective,allele
WBPhenotype:0001722,pathogen infected pharynx increase,rnai
WBPhenotype:0001723,pathogen infected pharynx decrease,allele
WBPhenotype:0001724,tunicamycin hypersensitive,allele
WBPhenotype:0001725,cellular osmotic stress response variant,rnai
WBPhenotype:0001726,body length variant,rnai
WBPhenotype:0001727,body width variant,allele
WBPhenotype:0001729,mating plug produced,allele
WBPhenotype:0001731,thermal bias in tracking variant,allele
WBPhenotype:0001733,pheromone suppressed pumping defective,allele
WBPhenotype:0001734,starvation suppressed pumping defective,allele
WBPhenotype:0001735,muscle cell activity variant,allele
WBPhenotype:0001736,acetate chemotaxis defective,allele
WBPhenotype:0001737,aqueous compound discrimination defective,allele
WBPhenotype:0001738,ammonium chemotaxis defective,allele
WBPhenotype:0001739,aging variant,allele
WBPhenotype:0001740,organ senescence variant,allele
WBPhenotype:0001741,spontaneous spicule protraction,allele
WBPhenotype:0001742,lipid synthesis increased,allele
WBPhenotype:0001743,mitosis variant,rnai
WBPhenotype:0001744,cell adhesion variant,allele
WBPhenotype:0001745,adherens junction variant,rnai
WBPhenotype:0001746,tight junction defective,rnai
WBPhenotype:0001747,zinc response variant,allele
WBPhenotype:0001748,pharynx unattached,allele
WBPhenotype:0001749,zinc toxicity hypersensitive,allele
WBPhenotype:0001750,zinc toxicity resistant,allele
WBPhenotype:0001751,organism hypertonic lethality increased,rnai
WBPhenotype:0001752,vesicle trafficking variant,allele
WBPhenotype:0001753,coelomocyte uptake increased,rnai
WBPhenotype:0001754,endosome to lysosome trafficking defective,allele
WBPhenotype:0001755,UV induced mitotic germ cell arrest defective,allele
WBPhenotype:0001756,UV induced apoptosis decreased,allele
WBPhenotype:0001757,neuropeptide metabolism variant,allele
WBPhenotype:0001758,neuropeptide processing variant,allele
WBPhenotype:0001759,21U RNA expression variant,allele
WBPhenotype:0001760,G tract instability,allele
WBPhenotype:0001761,axon midline crossing variant,rnai
WBPhenotype:0001762,uptake of yolk defective,allele
WBPhenotype:0001763,uptake by intestinal cell defective,allele
WBPhenotype:0001764,carbon dioxide response variant,allele
WBPhenotype:0001765,carbon dioxide avoidance variant,allele
WBPhenotype:0001766,cholesterol depletion hypersensitive,rnai
WBPhenotype:0001767,commissure handedness defective,rnai
WBPhenotype:0001769,cytoplasmic RNAi defective,allele
WBPhenotype:0001770,endo siRNA binding variant,allele
WBPhenotype:0001772,endogenous transposase levels increased,allele
WBPhenotype:0001773,enhanced locomotion defective,allele
WBPhenotype:0001774,gut on the exterior,allele
WBPhenotype:0001775,hormetic temperature induced life span extension defective,allele
WBPhenotype:0001776,siRNA expression variant,allele
WBPhenotype:0001777,pre mRNA levels increased,allele
WBPhenotype:0001778,nuclear RNAi defective,allele
WBPhenotype:0001779,miRNA expression variant,allele
WBPhenotype:0001780,associative learning variant,allele
WBPhenotype:0001781,hypersensitivity to mutagen,allele
WBPhenotype:0001782,anoxia response attenuated,allele
WBPhenotype:0001783,ligand gated channel activity variant,allele
WBPhenotype:0001785,associative memory defective,allele
WBPhenotype:0001786,neuronal ion channel clustering defective,allele
WBPhenotype:0001787,phototaxis defective,allele
WBPhenotype:0001788,resistant to mutagens,allele
WBPhenotype:0001789,temperature influenced life span variant,allele
WBPhenotype:0001790,thermoreceptor currents absent,allele
WBPhenotype:0001791,defecation cycle temperature compensation variant,allele
WBPhenotype:0001792,nuclei small,rnai
WBPhenotype:0001793,aboc expulsion missing,allele
WBPhenotype:0001794,cytoplasmic processing body variant,rnai
WBPhenotype:0001796,organism hypersensitive interstrand cross link agents,allele
WBPhenotype:0001797,pachytene arrested germline nuclei,allele
WBPhenotype:0001798,inhibition of synaptogenesis defective,allele
WBPhenotype:0001800,pathogen induced antimicrobial gene expression variant,allele
WBPhenotype:0001801,axodendritic polarity variant,allele
WBPhenotype:0001802,body wall muscle relaxation defective,allele
WBPhenotype:0001803,endosome biogenesis variant,rnai
WBPhenotype:0001804,fat associated bodies reduced,rnai
WBPhenotype:0001805,mitochondria vesiculated,rnai
WBPhenotype:0001806,protein stabilization variant,allele
WBPhenotype:0001807,alternative splicing variant,allele
WBPhenotype:0001808,cell corpse digestion variant,allele
WBPhenotype:0001809,organelle fusion defective,allele
WBPhenotype:0001810,oocyte septum formation variant,rnai
WBPhenotype:0001811,serotonin induced fat reduction variant,allele
WBPhenotype:0001812,embryonic rupture,rnai
WBPhenotype:0001813,synapsis defective,rnai
WBPhenotype:0001814,crossover defective,rnai
WBPhenotype:0001815,desynapsis defective,allele
WBPhenotype:0001817,enhanced taste aversion defective,allele
WBPhenotype:0001818,neuron activation variant,allele
WBPhenotype:0001819,pathogen load variant,allele
WBPhenotype:0001820,bordering,allele
WBPhenotype:0001823,sperm recruitment variant,rnai
WBPhenotype:0001824,meiotic progression prophase variant,rnai
WBPhenotype:0001825,rudimentary gonad,rnai
WBPhenotype:0001826,RNA degradation variant,rnai
WBPhenotype:0001828,RNAi persistence variant,allele
WBPhenotype:0001829,premature spermatid activation,allele
WBPhenotype:0001830,response to multiple stressors variant,allele
WBPhenotype:0001831,intestinal microvilli variant,rnai
WBPhenotype:0001832,nuclear pore variant,rnai
WBPhenotype:0001833,membrane trafficking variant,rnai
WBPhenotype:0001834,mRNA splicing variant,allele
WBPhenotype:0001835,energy expenditure variant,allele
WBPhenotype:0001836,eggshell morphology variant,allele
WBPhenotype:0001837,diet induced life span variant,allele
WBPhenotype:0001838,drug induced gene expression variant,allele
WBPhenotype:0001839,phorbol ester resistant,allele
WBPhenotype:0001840,response to injury variant,allele
WBPhenotype:0001841,second messenger mediated signaling variant,allele
WBPhenotype:0001842,drug withdrawal response variant,allele
WBPhenotype:0001843,hormone metabolism variant,allele
WBPhenotype:0001844,lipid hydrolysis regulation variant,allele
WBPhenotype:0001845,lipid modification variant,allele
WBPhenotype:0001846,phagosome maturation defective,rnai
WBPhenotype:0001847,sterol induced dauer formation variant,allele
WBPhenotype:0001848,tube morphogenesis variant,allele
WBPhenotype:0001849,zinc homeostasis variant,allele
WBPhenotype:0001850,radiation induced germ cell apoptosis variant,allele
WBPhenotype:0001851,radiation induced reproductive cell death variant,allele
WBPhenotype:0001852,antihelmintic response variant,allele
WBPhenotype:0001853,AAD response variant,allele
WBPhenotype:0001854,benomyl response variant,allele
WBPhenotype:0001855,fluoride resistant,allele
WBPhenotype:0001856,ivermectin response variant,rnai
WBPhenotype:0001857,pathogen induced gene expression variant,allele
WBPhenotype:0001858,suppression of head oscillations defective,allele
WBPhenotype:0001859,Dosage compensation complex assembly variant,rnai
WBPhenotype:0001860,endocytic recycling defective,allele
WBPhenotype:0001861,environmental stimuli induced gene expression variant,allele
WBPhenotype:0001862,manganese homeostasis variant,allele
WBPhenotype:0001863,manganese response variant,allele
WBPhenotype:0001864,protein transport variant,allele
WBPhenotype:0001865,protein ubiquitination variant,rnai
WBPhenotype:0001866,reduced pathogen accumulation,rnai
WBPhenotype:0001867,mitotic spindle asters defective early emb,rnai
WBPhenotype:0001868,meiotic spindle defective,rnai
WBPhenotype:0001869,meiotic spindle positioning defective,rnai
WBPhenotype:0001870,meiotic spindle rotation defective,rnai
WBPhenotype:0001871,drug induced life span variant,rnai
WBPhenotype:0001872,drug induced locomotion variant,allele
WBPhenotype:0001873,meiotic spindle assembly defective,rnai
WBPhenotype:0001874,protein neddylation variant,rnai
WBPhenotype:0001875,anaphase bridging,rnai
WBPhenotype:0001876,centriole biogenesis variant,rnai
WBPhenotype:0001877,nuclear membrane morphology variant,rnai
WBPhenotype:0001878,hydroxyurea response variant,rnai
WBPhenotype:0001879,hydroxyurea hypersensitive,allele
WBPhenotype:0001880,endoplasmic reticulum morphology variant,rnai
WBPhenotype:0001881,endoplasmic reticulum symmetry variant early emb,rnai
WBPhenotype:0001882,aneuploidy,rnai
WBPhenotype:0001885,cleavage furrow initiation defective early emb,rnai
WBPhenotype:0001886,cleavage furrow termination defective early emb,rnai
WBPhenotype:0001887,excess seam cells,rnai
WBPhenotype:0001888,fat associated bodies increased,rnai
WBPhenotype:0001889,body wall muscle sarcomere morphology variant,rnai
WBPhenotype:0001890,body wall muscle dense body variant,allele
WBPhenotype:0001891,M line variant,allele
WBPhenotype:0001892,glycogen levels variant,rnai
WBPhenotype:0001893,mitochondrial membrane potential reduced,rnai
WBPhenotype:0001894,nuclear number variant,rnai
WBPhenotype:0001895,parental chromosome mixing defective,rnai
WBPhenotype:0001896,gamma ray induced apoptosis decreased,rnai
WBPhenotype:0001897,light response variant,allele
WBPhenotype:0001898,meiotic sister chromatid segregation variant,rnai
WBPhenotype:0001899,glutathione levels variant,rnai
WBPhenotype:0001900,reduced levels of reduced glutathione,rnai
WBPhenotype:0001901,fat associated bodies variant,allele
WBPhenotype:0001902,fat associated body size increased,allele
WBPhenotype:0001903,centrosome biogenesis variant,rnai
WBPhenotype:0001904,manganese toxicity resistant,allele
WBPhenotype:0001905,fewer eggs laid,rnai
WBPhenotype:0001906,hypodermal cell elongation defective,allele
WBPhenotype:0001907,dorsal intercalation defective,rnai
WBPhenotype:0001908,ventral closure defective,rnai
WBPhenotype:0001910,kinetochore organization variant,rnai
WBPhenotype:0001911,axon regeneration defective,allele
WBPhenotype:0001912,fewer coelomocytes,rnai
WBPhenotype:0001913,excess coelomocytes,rnai
WBPhenotype:0001914,fewer pharyngeal cells,rnai
WBPhenotype:0001915,mRNA expression ectopic,rnai
WBPhenotype:0001916,increased pathogen survival,rnai
WBPhenotype:0001917,protein acetylation variant,rnai
WBPhenotype:0001918,chemical hypersensitive,rnai
WBPhenotype:0001919,gut granules enlarged,rnai
WBPhenotype:0001920,twisted pharynx,allele
WBPhenotype:0001921,meiotic DNA double strand break formation variant,allele
WBPhenotype:0001922,axonal transport variant,allele
WBPhenotype:0001923,fewer seam cells,allele
WBPhenotype:0001924,oocytes stacked,rnai
WBPhenotype:0001925,oocytes disorganized,rnai
WBPhenotype:0001926,gonad sheath contraction rate increased,rnai
WBPhenotype:0001927,extra distal tip cells,rnai
WBPhenotype:0001928,extra gonad arms,rnai
WBPhenotype:0001929,linker cell absent,allele
WBPhenotype:0001930,muscle arm development defective,rnai
WBPhenotype:0001931,muscle arm axon connection variant,allele
WBPhenotype:0001932,myopodia present,rnai
WBPhenotype:0001933,synaptic vesicle tag abnormal in mechanosensory neurons,allele
WBPhenotype:0001934,vulval muscle extension variant,allele
WBPhenotype:0001936,resistant to protein aggregation induced paralysis,rnai
WBPhenotype:0001937,hypersensitive to protein aggregation induced paralysis,rnai
WBPhenotype:0001938,DNA repair variant,allele
WBPhenotype:0001939,bitter tastant response variant,allele
WBPhenotype:0001940,rachis morphology variant,rnai
WBPhenotype:0001941,rachis narrow,rnai
WBPhenotype:0001942,rachis absent,rnai
WBPhenotype:0001943,rachis wide,rnai
WBPhenotype:0001944,oocyte number decreased,rnai
WBPhenotype:0001945,oocytes small,rnai
WBPhenotype:0001946,pachytene progression during oogenesis variant,rnai
WBPhenotype:0001947,diplotene progression during oogenesis variant,rnai
WBPhenotype:0001948,diakinesis progression during oogenesis variant,rnai
WBPhenotype:0001949,diakinesis region organization variant,rnai
WBPhenotype:0001950,diplotene region organization variant,rnai
WBPhenotype:0001951,pachytene region organization variant,rnai
WBPhenotype:0001952,germline nuclear positioning variant,rnai
WBPhenotype:0001953,nuclear fallout,rnai
WBPhenotype:0001954,diplotene absent during oogenesis,rnai
WBPhenotype:0001955,multiple nuclei oocyte,rnai
WBPhenotype:0001956,oocytes lack nucleus,rnai
WBPhenotype:0001957,gonad small,rnai
WBPhenotype:0001958,gonad degenerate,rnai
WBPhenotype:0001959,spindle pole pulling force variant,allele
WBPhenotype:0001960,spindle oscillation variant,rnai
WBPhenotype:0001961,reproductive longevity extended,allele
WBPhenotype:0001962,missing distal tip cells,allele
WBPhenotype:0001964,dopaminergic fate atypical,allele
WBPhenotype:0001966,cell endomembrane physiology variant,allele
WBPhenotype:0001967,meiotic chromatin reorganization variant,allele
WBPhenotype:0001968,somatic gonad precursor symmetrical sisters,allele
WBPhenotype:0001969,germ cell compartment morphology variant,rnai
WBPhenotype:0001970,germ cell compartment nuclei number variant,rnai
WBPhenotype:0001971,germ cell compartment anucleate,rnai
WBPhenotype:0001972,germ cell compartment multinucleate,rnai
WBPhenotype:0001973,germ cell compartment size variant,rnai
WBPhenotype:0001974,germ cell compartment small,rnai
WBPhenotype:0001975,germ cell compartment large,rnai
WBPhenotype:0001977,germ cell partition morphology variant,rnai
WBPhenotype:0001978,germ cell partition absent,rnai
WBPhenotype:0001979,gonad vesiculated,rnai
WBPhenotype:0001980,germ cell compartment expansion variant,rnai
WBPhenotype:0001981,germ cell compartment expansion absent,rnai
WBPhenotype:0001982,cell membrane organization biogenesis variant,rnai
WBPhenotype:0001983,lawn leaving behavior variant,allele
WBPhenotype:0001984,long range axon migration variant,allele
WBPhenotype:0001985,short range axon migration variant,allele
WBPhenotype:0001986,high temperature induced L1 arrest,rnai
WBPhenotype:0001987,acetylcholinesterase activity variant,allele
WBPhenotype:0001988,detergent hypersensitive,allele
WBPhenotype:0001989,hypoxia hypersensitive,rnai
WBPhenotype:0001990,hypoxia resistant,rnai
WBPhenotype:0001991,hypoxia response attenuated,allele
WBPhenotype:0001992,extra gonadal sheath cells,rnai
WBPhenotype:0001993,fewer gonadal sheath cells,rnai
WBPhenotype:0001994,left right handedness variant,rnai
WBPhenotype:0001995,cell cycle progression variant,rnai
WBPhenotype:0001997,nuclear anchoring variant,allele
WBPhenotype:0001998,hypersensitive to laser ablation,allele
WBPhenotype:0001999,conflicting sensory integration variant,allele
WBPhenotype:0002000,recovery from enhanced locomotion variant,allele
WBPhenotype:0002001,synapse density variant,rnai
WBPhenotype:0002002,supernumerary centrosomes,rnai
WBPhenotype:0002004,actomyosin contractility defective,allele
