Go_Id,Category,Term
GO:0031417,Cellular_component,NatC complex
GO:0031422,Cellular_component,RecQ family helicase-topoisomerase III complex
GO:0031428,Cellular_component,box C/D methylation guide snoRNP complex
GO:0031429,Cellular_component,box H/ACA snoRNP complex
GO:0031430,Cellular_component,M band
GO:0031436,Cellular_component,BRCA1-BARD1 complex
GO:0031461,Cellular_component,cullin-RING ubiquitin ligase complex
GO:0031462,Cellular_component,Cul2-RING ubiquitin ligase complex
GO:0031463,Cellular_component,Cul3-RING ubiquitin ligase complex
GO:0031464,Cellular_component,Cul4A-RING E3 ubiquitin ligase complex
GO:0031466,Cellular_component,Cul5-RING ubiquitin ligase complex
GO:0031476,Cellular_component,myosin VI complex
GO:0031499,Cellular_component,TRAMP complex
GO:0031501,Cellular_component,mannosyltransferase complex
GO:0031510,Cellular_component,SUMO activating enzyme complex
GO:0031514,Cellular_component,motile cilium
GO:0031515,Cellular_component,tRNA (m1A) methyltransferase complex
GO:0031519,Cellular_component,PcG protein complex
GO:0031523,Cellular_component,Myb complex
GO:0031526,Cellular_component,brush border membrane
GO:0031528,Cellular_component,microvillus membrane
GO:0031533,Cellular_component,mRNA capping enzyme complex
GO:0031588,Cellular_component,nucleotide-activated protein kinase complex
GO:0031594,Cellular_component,neuromuscular junction
GO:0031597,Cellular_component,cytosolic proteasome complex
GO:0031616,Cellular_component,spindle pole centrosome
GO:0031672,Cellular_component,A band
GO:0031674,Cellular_component,I band
GO:0031901,Cellular_component,early endosome membrane
GO:0031902,Cellular_component,late endosome membrane
GO:0031906,Cellular_component,late endosome lumen
GO:0031931,Cellular_component,TORC1 complex
GO:0031932,Cellular_component,TORC2 complex
GO:0031941,Cellular_component,filamentous actin
GO:0031965,Cellular_component,nuclear membrane
GO:0031966,Cellular_component,mitochondrial membrane
GO:0031974,Cellular_component,membrane-enclosed lumen
GO:0031981,Cellular_component,nuclear lumen
GO:0031982,Cellular_component,vesicle
GO:0031983,Cellular_component,vesicle lumen
GO:0031985,Cellular_component,Golgi cisterna
GO:0032009,Cellular_component,early phagosome
GO:0032010,Cellular_component,phagolysosome
GO:0032021,Cellular_component,NELF complex
GO:0032039,Cellular_component,integrator complex
GO:0032040,Cellular_component,small-subunit processome
GO:0032044,Cellular_component,DSIF complex
GO:0032045,Cellular_component,guanyl-nucleotide exchange factor complex
GO:0032116,Cellular_component,SMC loading complex
GO:0032133,Cellular_component,chromosome passenger complex
GO:0032153,Cellular_component,cell division site
GO:0032154,Cellular_component,cleavage furrow
GO:0032281,Cellular_component,AMPA glutamate receptor complex
GO:0032299,Cellular_component,ribonuclease H2 complex
GO:0032300,Cellular_component,mismatch repair complex
GO:0032301,Cellular_component,MutSalpha complex
GO:0032389,Cellular_component,MutLalpha complex
GO:0032432,Cellular_component,actin filament bundle
GO:0032433,Cellular_component,filopodium tip
GO:0032541,Cellular_component,cortical endoplasmic reticulum
GO:0032545,Cellular_component,CURI complex
GO:0032580,Cellular_component,Golgi cisterna membrane
GO:0032584,Cellular_component,growth cone membrane
GO:0032585,Cellular_component,multivesicular body membrane
GO:0032587,Cellular_component,ruffle membrane
GO:0032588,Cellular_component,trans-Golgi network membrane
GO:0032589,Cellular_component,neuron projection membrane
GO:0032590,Cellular_component,dendrite membrane
GO:0032777,Cellular_component,piccolo histone acetyltransferase complex
GO:0032783,Cellular_component,super elongation complex
GO:0032797,Cellular_component,SMN complex
GO:0032807,Cellular_component,DNA ligase IV complex
GO:0032809,Cellular_component,neuronal cell body membrane
GO:0032839,Cellular_component,dendrite cytoplasm
GO:0032936,Cellular_component,SREBP-SCAP complex
GO:0032982,Cellular_component,myosin filament
GO:0032991,Cellular_component,protein-containing complex
GO:0032993,Cellular_component,protein-DNA complex
GO:0033017,Cellular_component,sarcoplasmic reticulum membrane
GO:0033018,Cellular_component,sarcoplasmic reticulum lumen
GO:0033061,Cellular_component,DNA recombinase mediator complex
GO:0033063,Cellular_component,Rad51B-Rad51C-Rad51D-XRCC2 complex
GO:0033106,Cellular_component,cis-Golgi network membrane
GO:0033116,Cellular_component,endoplasmic reticulum-Golgi intermediate compartment membrane
GO:0033176,Cellular_component,proton-transporting V-type ATPase complex
GO:0033177,Cellular_component,"proton-transporting two-sector ATPase complex, proton-transporting domain"
GO:0033178,Cellular_component,"proton-transporting two-sector ATPase complex, catalytic domain"
GO:0033179,Cellular_component,"proton-transporting V-type ATPase, V0 domain"
GO:0033180,Cellular_component,"proton-transporting V-type ATPase, V1 domain"
GO:0033181,Cellular_component,plasma membrane proton-transporting V-type ATPase complex
GO:0033185,Cellular_component,dolichol-phosphate-mannose synthase complex
GO:0033186,Cellular_component,CAF-1 complex
GO:0033263,Cellular_component,CORVET complex
GO:0033290,Cellular_component,eukaryotic 48S preinitiation complex
GO:0033309,Cellular_component,SBF transcription complex
GO:0033503,Cellular_component,HULC complex
GO:0033553,Cellular_component,rDNA heterochromatin
GO:0033557,Cellular_component,Slx1-Slx4 complex
GO:0033565,Cellular_component,ESCRT-0 complex
GO:0033588,Cellular_component,elongator holoenzyme complex
GO:0033597,Cellular_component,mitotic checkpoint complex
GO:0034045,Cellular_component,phagophore assembly site membrane
GO:0034066,Cellular_component,Ric1-Rgp1 guanyl-nucleotide exchange factor complex
GO:0034098,Cellular_component,VCP-NPL4-UFD1 AAA ATPase complex
GO:0034245,Cellular_component,mitochondrial DNA-directed RNA polymerase complex
GO:0034271,Cellular_component,"phosphatidylinositol 3-kinase complex, class III, type I"
GO:0034272,Cellular_component,"phosphatidylinositol 3-kinase complex, class III, type II"
GO:0034274,Cellular_component,Atg12-Atg5-Atg16 complex
GO:0034388,Cellular_component,Pwp2p-containing subcomplex of 90S preribosome
GO:0034399,Cellular_component,nuclear periphery
GO:0034451,Cellular_component,centriolar satellite
GO:0034455,Cellular_component,t-UTP complex
GO:0034456,Cellular_component,UTP-C complex
GO:0034457,Cellular_component,Mpp10 complex
GO:0034464,Cellular_component,BBSome
GO:0034515,Cellular_component,proteasome storage granule
GO:0034518,Cellular_component,RNA cap binding complex
GO:0034657,Cellular_component,GID complex
GO:0034663,Cellular_component,endoplasmic reticulum chaperone complex
GO:0034702,Cellular_component,monoatomic ion channel complex
GO:0034703,Cellular_component,cation channel complex
GO:0034707,Cellular_component,chloride channel complex
GO:0034709,Cellular_component,methylosome
GO:0034715,Cellular_component,pICln-Sm protein complex
GO:0034719,Cellular_component,SMN-Sm protein complex
GO:0034751,Cellular_component,aryl hydrocarbon receptor complex
GO:0034753,Cellular_component,nuclear aryl hydrocarbon receptor complex
GO:0034777,Cellular_component,recycling endosome lumen
GO:0034993,Cellular_component,meiotic nuclear membrane microtubule tethering complex
GO:0034998,Cellular_component,oligosaccharyltransferase I complex
GO:0035032,Cellular_component,"phosphatidylinositol 3-kinase complex, class III"
GO:0035060,Cellular_component,brahma complex
GO:0035097,Cellular_component,histone methyltransferase complex
GO:0035098,Cellular_component,ESC/E(Z) complex
GO:0035101,Cellular_component,FACT complex
GO:0035102,Cellular_component,PRC1 complex
GO:0035145,Cellular_component,exon-exon junction complex
GO:0035267,Cellular_component,NuA4 histone acetyltransferase complex
GO:0035371,Cellular_component,microtubule plus-end
GO:0035632,Cellular_component,mitochondrial prohibitin complex
GO:0035657,Cellular_component,eRF1 methyltransferase complex
GO:0035658,Cellular_component,Mon1-Ccz1 complex
GO:0035770,Cellular_component,ribonucleoprotein granule
GO:0035838,Cellular_component,growing cell tip
GO:0035859,Cellular_component,Seh1-associated complex
GO:0035861,Cellular_component,site of double-strand break
GO:0035869,Cellular_component,ciliary transition zone
GO:0036019,Cellular_component,endolysosome
GO:0036020,Cellular_component,endolysosome membrane
GO:0036038,Cellular_component,MKS complex
GO:0036062,Cellular_component,presynaptic periactive zone
GO:0036064,Cellular_component,ciliary basal body
GO:0036126,Cellular_component,sperm flagellum
GO:0036194,Cellular_component,muscle cell projection
GO:0036195,Cellular_component,muscle cell projection membrane
GO:0036396,Cellular_component,RNA N6-methyladenosine methyltransferase complex
GO:0036449,Cellular_component,microtubule minus-end
GO:0036464,Cellular_component,cytoplasmic ribonucleoprotein granule
GO:0038039,Cellular_component,G protein-coupled receptor heterodimeric complex
GO:0042175,Cellular_component,nuclear outer membrane-endoplasmic reticulum membrane network
GO:0042383,Cellular_component,sarcolemma
GO:0042555,Cellular_component,MCM complex
GO:0042575,Cellular_component,DNA polymerase complex
GO:0042642,Cellular_component,"actomyosin, myosin complex part"
GO:0042645,Cellular_component,mitochondrial nucleoid
GO:0042709,Cellular_component,succinate-CoA ligase complex
GO:0042718,Cellular_component,yolk granule
GO:0042719,Cellular_component,mitochondrial intermembrane space protein transporter complex
GO:0042720,Cellular_component,mitochondrial inner membrane peptidase complex
GO:0042721,Cellular_component,TIM22 mitochondrial import inner membrane insertion complex
GO:0042734,Cellular_component,presynaptic membrane
GO:0042765,Cellular_component,GPI-anchor transamidase complex
GO:0042995,Cellular_component,cell projection
GO:0043005,Cellular_component,neuron projection
GO:0043020,Cellular_component,NADPH oxidase complex
GO:0043025,Cellular_component,neuronal cell body
GO:0043073,Cellular_component,germ cell nucleus
GO:0043083,Cellular_component,synaptic cleft
GO:0043186,Cellular_component,P granule
GO:0043189,Cellular_component,H4/H2A histone acetyltransferase complex
GO:0043190,Cellular_component,ATP-binding cassette (ABC) transporter complex
GO:0043194,Cellular_component,axon initial segment
GO:0043195,Cellular_component,terminal bouton
GO:0043196,Cellular_component,varicosity
GO:0043197,Cellular_component,dendritic spine
GO:0043202,Cellular_component,lysosomal lumen
GO:0043204,Cellular_component,perikaryon
GO:0043223,Cellular_component,cytoplasmic SCF ubiquitin ligase complex
GO:0043226,Cellular_component,organelle
GO:0043227,Cellular_component,membrane-bounded organelle
GO:0043229,Cellular_component,intracellular organelle
GO:0043231,Cellular_component,intracellular membrane-bounded organelle
GO:0043232,Cellular_component,intracellular non-membrane-bounded organelle
GO:0043235,Cellular_component,receptor complex
GO:0043240,Cellular_component,Fanconi anaemia nuclear complex
GO:0043256,Cellular_component,laminin complex
GO:0043291,Cellular_component,RAVE complex
GO:0043292,Cellular_component,contractile muscle fiber
GO:0043296,Cellular_component,apical junction complex
GO:0043527,Cellular_component,tRNA methyltransferase complex
GO:0043529,Cellular_component,GET complex
GO:0043541,Cellular_component,UDP-N-acetylglucosamine transferase complex
GO:0043564,Cellular_component,Ku70:Ku80 complex
GO:0043596,Cellular_component,nuclear replication fork
GO:0043614,Cellular_component,multi-eIF complex
GO:0043625,Cellular_component,delta DNA polymerase complex
GO:0043626,Cellular_component,PCNA complex
GO:0043679,Cellular_component,axon terminus
GO:0044232,Cellular_component,organelle membrane contact site
GO:0044233,Cellular_component,mitochondria-associated endoplasmic reticulum membrane contact site
GO:0044284,Cellular_component,mitochondrial crista junction
GO:0044291,Cellular_component,cell-cell contact zone
GO:0044292,Cellular_component,dendrite terminus
GO:0044295,Cellular_component,axonal growth cone
GO:0044297,Cellular_component,cell body
GO:0044298,Cellular_component,cell body membrane
GO:0044306,Cellular_component,neuron projection terminus
GO:0044322,Cellular_component,endoplasmic reticulum quality control compartment
GO:0044545,Cellular_component,NSL complex
GO:0044611,Cellular_component,nuclear pore inner ring
GO:0044613,Cellular_component,nuclear pore central transport channel
GO:0044614,Cellular_component,nuclear pore cytoplasmic filaments
GO:0044615,Cellular_component,nuclear pore nuclear basket
GO:0044666,Cellular_component,MLL3/4 complex
GO:0044753,Cellular_component,amphisome
GO:0044840,Cellular_component,gut granule
GO:0044841,Cellular_component,gut granule membrane
GO:0045025,Cellular_component,mitochondrial degradosome
GO:0045111,Cellular_component,intermediate filament cytoskeleton
GO:0045120,Cellular_component,pronucleus
GO:0045121,Cellular_component,membrane raft
GO:0045177,Cellular_component,apical part of cell
GO:0045178,Cellular_component,basal part of cell
GO:0045179,Cellular_component,apical cortex
GO:0045180,Cellular_component,basal cortex
GO:0045202,Cellular_component,synapse
GO:0045211,Cellular_component,postsynaptic membrane
GO:0045252,Cellular_component,oxoglutarate dehydrogenase complex
GO:0045254,Cellular_component,pyruvate dehydrogenase complex
GO:0045261,Cellular_component,"proton-transporting ATP synthase complex, catalytic core F(1)"
GO:0045263,Cellular_component,"proton-transporting ATP synthase complex, coupling factor F(o)"
GO:0045271,Cellular_component,respiratory chain complex I
GO:0045277,Cellular_component,respiratory chain complex IV
GO:0045281,Cellular_component,succinate dehydrogenase complex
GO:0045298,Cellular_component,tubulin complex
GO:0045334,Cellular_component,clathrin-coated endocytic vesicle
GO:0045335,Cellular_component,phagocytic vesicle
GO:0046536,Cellular_component,dosage compensation complex
GO:0046540,Cellular_component,U4/U6 x U5 tri-snRNP complex
GO:0046695,Cellular_component,SLIK (SAGA-like) complex
GO:0046930,Cellular_component,pore complex
GO:0048179,Cellular_component,activin receptor complex
GO:0048188,Cellular_component,Set1C/COMPASS complex
GO:0048471,Cellular_component,perinuclear region of cytoplasm
GO:0048476,Cellular_component,Holliday junction resolvase complex
GO:0048500,Cellular_component,signal recognition particle
GO:0048786,Cellular_component,presynaptic active zone
GO:0048787,Cellular_component,presynaptic active zone membrane
GO:0048788,Cellular_component,cytoskeleton of presynaptic active zone
GO:0051233,Cellular_component,spindle midzone
GO:0051285,Cellular_component,cell cortex of cell tip
GO:0055029,Cellular_component,nuclear DNA-directed RNA polymerase complex
GO:0055037,Cellular_component,recycling endosome
GO:0055038,Cellular_component,recycling endosome membrane
GO:0055087,Cellular_component,Ski complex
GO:0055120,Cellular_component,striated muscle dense body
GO:0060076,Cellular_component,excitatory synapse
GO:0060077,Cellular_component,inhibitory synapse
GO:0060102,Cellular_component,collagen and cuticulin-based cuticle extracellular matrix
GO:0060106,Cellular_component,cortical layer of collagen and cuticulin-based cuticle extracellular matrix
GO:0060107,Cellular_component,annuli extracellular matrix
GO:0060108,Cellular_component,annular furrow extracellular matrix
GO:0060109,Cellular_component,medial layer of collagen and cuticulin-based cuticle extracellular matrix
GO:0060111,Cellular_component,alae of collagen and cuticulin-based cuticle extracellular matrix
GO:0060170,Cellular_component,ciliary membrane
GO:0060205,Cellular_component,cytoplasmic vesicle lumen
GO:0060473,Cellular_component,cortical granule
GO:0061177,Cellular_component,type Is terminal bouton
GO:0061574,Cellular_component,ASAP complex
GO:0061617,Cellular_component,MICOS complex
GO:0061702,Cellular_component,canonical inflammasome complex
GO:0061802,Cellular_component,anterior cell cortex
GO:0061803,Cellular_component,posterior cell cortex
GO:0061908,Cellular_component,phagophore
GO:0061917,Cellular_component,leading edge of dendritic growth cone
GO:0062023,Cellular_component,collagen-containing extracellular matrix
GO:0070090,Cellular_component,metaphase plate
GO:0070161,Cellular_component,anchoring junction
GO:0070176,Cellular_component,DRM complex
GO:0070274,Cellular_component,RES complex
GO:0070319,Cellular_component,Golgi to plasma membrane transport vesicle
GO:0070382,Cellular_component,exocytic vesicle
GO:0070390,Cellular_component,transcription export complex 2
GO:0070449,Cellular_component,elongin complex
GO:0070461,Cellular_component,SAGA-type complex
GO:0070469,Cellular_component,respirasome
GO:0070522,Cellular_component,ERCC4-ERCC1 complex
GO:0070531,Cellular_component,BRCA1-A complex
GO:0070545,Cellular_component,PeBoW complex
GO:0070578,Cellular_component,RISC-loading complex
GO:0070603,Cellular_component,SWI/SNF superfamily-type complex
GO:0070761,Cellular_component,pre-snoRNP complex
GO:0070762,Cellular_component,nuclear pore transmembrane ring
GO:0070765,Cellular_component,gamma-secretase complex
GO:0070772,Cellular_component,PAS complex
GO:0070822,Cellular_component,Sin3-type complex
GO:0070847,Cellular_component,core mediator complex
GO:0070860,Cellular_component,RNA polymerase I core factor complex
GO:0070876,Cellular_component,SOSS complex
GO:0070877,Cellular_component,microprocessor complex
GO:0070938,Cellular_component,contractile ring
GO:0070939,Cellular_component,Dsl1/NZR complex
GO:0070971,Cellular_component,endoplasmic reticulum exit site
GO:0070985,Cellular_component,transcription factor TFIIK complex
GO:0071004,Cellular_component,U2-type prespliceosome
GO:0071005,Cellular_component,U2-type precatalytic spliceosome
GO:0071006,Cellular_component,U2-type catalytic step 1 spliceosome
GO:0071007,Cellular_component,U2-type catalytic step 2 spliceosome
GO:0071008,Cellular_component,U2-type post-mRNA release spliceosomal complex
GO:0071011,Cellular_component,precatalytic spliceosome
GO:0071013,Cellular_component,catalytic step 2 spliceosome
GO:0071014,Cellular_component,post-mRNA release spliceosomal complex
GO:0071020,Cellular_component,post-spliceosomal complex
GO:0071021,Cellular_component,U2-type post-spliceosomal complex
GO:0071144,Cellular_component,heteromeric SMAD protein complex
GO:0071203,Cellular_component,WASH complex
GO:0071204,Cellular_component,histone pre-mRNA 3'end processing complex
GO:0071254,Cellular_component,cytoplasmic U snRNP body
GO:0071261,Cellular_component,Ssh1 translocon complex
GO:0071339,Cellular_component,MLL1 complex
GO:0071439,Cellular_component,clathrin complex
GO:0071513,Cellular_component,phosphopantothenoylcysteine decarboxylase complex
GO:0071540,Cellular_component,"eukaryotic translation initiation factor 3 complex, eIF3e"
GO:0071541,Cellular_component,"eukaryotic translation initiation factor 3 complex, eIF3m"
GO:0071561,Cellular_component,nucleus-vacuole junction
GO:0071564,Cellular_component,npBAF complex
GO:0071565,Cellular_component,nBAF complex
GO:0071595,Cellular_component,Nem1-Spo7 phosphatase complex
GO:0071683,Cellular_component,sensory dendrite
GO:0071782,Cellular_component,endoplasmic reticulum tubular network
GO:0071797,Cellular_component,LUBAC complex
GO:0071818,Cellular_component,BAT3 complex
GO:0071819,Cellular_component,DUBm complex
GO:0071821,Cellular_component,FANCM-MHF complex
GO:0071942,Cellular_component,XPC complex
GO:0071944,Cellular_component,cell periphery
GO:0071986,Cellular_component,Ragulator complex
GO:0072380,Cellular_component,TRC complex
GO:0072487,Cellular_component,MSL complex
GO:0072546,Cellular_component,EMC complex
GO:0072669,Cellular_component,tRNA-splicing ligase complex
GO:0072686,Cellular_component,mitotic spindle
GO:0072687,Cellular_component,meiotic spindle
GO:0080008,Cellular_component,Cul4-RING E3 ubiquitin ligase complex
GO:0089701,Cellular_component,U2AF complex
GO:0090443,Cellular_component,FAR/SIN/STRIPAK complex
GO:0090543,Cellular_component,Flemming body
GO:0090571,Cellular_component,RNA polymerase II transcription repressor complex
GO:0090575,Cellular_component,RNA polymerase II transcription regulator complex
GO:0090619,Cellular_component,meiotic spindle pole
GO:0090694,Cellular_component,Scc2-Scc4 cohesin loading complex
GO:0090730,Cellular_component,Las1 complex
GO:0090734,Cellular_component,site of DNA damage
GO:0097014,Cellular_component,ciliary plasm
GO:0097025,Cellular_component,MPP7-DLG1-LIN7 complex
GO:0097038,Cellular_component,perinuclear endoplasmic reticulum
GO:0097060,Cellular_component,synaptic membrane
GO:0097124,Cellular_component,cyclin A2-CDK2 complex
GO:0097134,Cellular_component,cyclin E1-CDK2 complex
GO:0097149,Cellular_component,centralspindlin complex
GO:0097165,Cellular_component,nuclear stress granule
GO:0097179,Cellular_component,protease inhibitor complex
GO:0097196,Cellular_component,Shu complex
GO:0097255,Cellular_component,R2TP complex
GO:0097268,Cellular_component,cytoophidium
GO:0097361,Cellular_component,CIA complex
GO:0097431,Cellular_component,mitotic spindle pole
GO:0097433,Cellular_component,dense body
GO:0097445,Cellular_component,presynaptic active zone dense projection
GO:0097516,Cellular_component,microvillar actin bundle
GO:0097526,Cellular_component,spliceosomal tri-snRNP complex
GO:0097539,Cellular_component,ciliary transition fiber
GO:0097542,Cellular_component,ciliary tip
GO:0097543,Cellular_component,ciliary inversin compartment
GO:0097546,Cellular_component,ciliary base
GO:0097550,Cellular_component,transcription preinitiation complex
GO:0097629,Cellular_component,extrinsic component of omegasome membrane
GO:0097632,Cellular_component,extrinsic component of phagophore assembly site membrane
GO:0097708,Cellular_component,intracellular vesicle
GO:0097729,Cellular_component,9+2 motile cilium
GO:0097730,Cellular_component,non-motile cilium
GO:0098552,Cellular_component,side of membrane
GO:0098553,Cellular_component,lumenal side of endoplasmic reticulum membrane
GO:0098554,Cellular_component,cytoplasmic side of endoplasmic reticulum membrane
GO:0098556,Cellular_component,cytoplasmic side of rough endoplasmic reticulum membrane
GO:0098574,Cellular_component,cytoplasmic side of lysosomal membrane
GO:0098588,Cellular_component,bounding membrane of organelle
GO:0098590,Cellular_component,plasma membrane region
GO:0098591,Cellular_component,external side of apical plasma membrane
GO:0098592,Cellular_component,cytoplasmic side of apical plasma membrane
GO:0098595,Cellular_component,perivitelline space
GO:0098674,Cellular_component,extrinsic component of neuronal dense core vesicle membrane
GO:0098733,Cellular_component,hemidesmosome associated protein complex
GO:0098793,Cellular_component,presynapse
GO:0098794,Cellular_component,postsynapse
GO:0098796,Cellular_component,membrane protein complex
GO:0098797,Cellular_component,plasma membrane protein complex
GO:0098826,Cellular_component,endoplasmic reticulum tubular network membrane
GO:0098830,Cellular_component,presynaptic endosome
GO:0098831,Cellular_component,presynaptic active zone cytoplasmic component
GO:0098837,Cellular_component,postsynaptic recycling endosome
GO:0098839,Cellular_component,postsynaptic density membrane
GO:0098842,Cellular_component,postsynaptic early endosome
GO:0098857,Cellular_component,membrane microdomain
GO:0098858,Cellular_component,actin-based cell projection
GO:0098894,Cellular_component,extrinsic component of presynaptic endocytic zone membrane
GO:0098978,Cellular_component,glutamatergic synapse
GO:0098981,Cellular_component,cholinergic synapse
GO:0098982,Cellular_component,GABA-ergic synapse
GO:0098998,Cellular_component,extrinsic component of postsynaptic early endosome membrane
GO:0099023,Cellular_component,vesicle tethering complex
GO:0099078,Cellular_component,BORC complex
GO:0099080,Cellular_component,supramolecular complex
GO:0099503,Cellular_component,secretory vesicle
GO:0099512,Cellular_component,supramolecular fiber
GO:0099523,Cellular_component,presynaptic cytosol
GO:0099572,Cellular_component,postsynaptic specialization
GO:0099631,Cellular_component,postsynaptic endocytic zone cytoplasmic component
GO:0099634,Cellular_component,postsynaptic specialization membrane
GO:0120025,Cellular_component,plasma membrane bounded cell projection
GO:0120114,Cellular_component,Sm-like protein family complex
GO:0120219,Cellular_component,subapical part of cell
GO:0120330,Cellular_component,rixosome complex
GO:0140268,Cellular_component,endoplasmic reticulum-plasma membrane contact site
GO:0140284,Cellular_component,endoplasmic reticulum-endosome membrane contact site
GO:0140535,Cellular_component,intracellular protein-containing complex
GO:0140672,Cellular_component,ATAC complex
GO:0150002,Cellular_component,distal dendrite
GO:0180022,Cellular_component,RQC-trigger complex
GO:1902494,Cellular_component,catalytic complex
GO:1902495,Cellular_component,transmembrane transporter complex
GO:1902554,Cellular_component,serine/threonine protein kinase complex
GO:1902555,Cellular_component,endoribonuclease complex
GO:1902560,Cellular_component,GMP reductase complex
GO:1902636,Cellular_component,kinociliary basal body
GO:1902711,Cellular_component,GABA-A receptor complex
GO:1902712,Cellular_component,G protein-coupled GABA receptor complex
GO:1903293,Cellular_component,phosphatase complex
GO:1903561,Cellular_component,extracellular vesicle
GO:1904115,Cellular_component,axon cytoplasm
GO:1904423,Cellular_component,dehydrodolichyl diphosphate synthase complex
GO:1905202,Cellular_component,methylcrotonoyl-CoA carboxylase complex
GO:1990023,Cellular_component,mitotic spindle midzone
GO:1990070,Cellular_component,TRAPPI protein complex
GO:1990071,Cellular_component,TRAPPII protein complex
GO:1990072,Cellular_component,TRAPPIII protein complex
GO:1990075,Cellular_component,periciliary membrane compartment
GO:1990077,Cellular_component,primosome complex
GO:1990112,Cellular_component,RQC complex
GO:1990124,Cellular_component,messenger ribonucleoprotein complex
GO:1990130,Cellular_component,GATOR1 complex
GO:1990131,Cellular_component,Gtr1-Gtr2 GTPase complex
GO:1990133,Cellular_component,molybdopterin cofactor (Moco) biosynthesis adenylyltransferase complex
GO:1990184,Cellular_component,amino acid transport complex
GO:1990221,Cellular_component,L-cysteine desulfurase complex
GO:1990234,Cellular_component,transferase complex
GO:1990246,Cellular_component,uniplex complex
GO:1990298,Cellular_component,bub1-bub3 complex
GO:1990316,Cellular_component,Atg1/ULK1 kinase complex
GO:1990357,Cellular_component,terminal web
GO:1990385,Cellular_component,meiotic spindle midzone
GO:1990423,Cellular_component,RZZ complex
GO:1990429,Cellular_component,peroxisomal importomer complex
GO:1990498,Cellular_component,mitotic spindle microtubule
GO:1990529,Cellular_component,glycosylphosphatidylinositol-mannosyltransferase I complex
GO:1990604,Cellular_component,IRE1-TRAF2-ASK1 complex
GO:1990633,Cellular_component,mutator focus
GO:1990674,Cellular_component,Golgi cis cisterna membrane
GO:1990675,Cellular_component,Golgi medial cisterna membrane
GO:1990676,Cellular_component,Golgi trans cisterna membrane
GO:1990726,Cellular_component,Lsm1-7-Pat1 complex
GO:1990745,Cellular_component,EARP complex
GO:1990805,Cellular_component,central cylinder
GO:1990904,Cellular_component,ribonucleoprotein complex
GO:1990907,Cellular_component,beta-catenin-TCF complex
GO:1990923,Cellular_component,PET complex
GO:0000009,Molecular_function,"alpha-1,6-mannosyltransferase activity"
GO:0000014,Molecular_function,single-stranded DNA endodeoxyribonuclease activity
GO:0000026,Molecular_function,"alpha-1,2-mannosyltransferase activity"
GO:0000030,Molecular_function,mannosyltransferase activity
GO:0000033,Molecular_function,"alpha-1,3-mannosyltransferase activity"
GO:0000035,Molecular_function,acyl binding
GO:0000036,Molecular_function,acyl carrier activity
GO:0000049,Molecular_function,tRNA binding
GO:0000062,Molecular_function,fatty-acyl-CoA binding
GO:0000064,Molecular_function,L-ornithine transmembrane transporter activity
GO:0000095,Molecular_function,S-adenosyl-L-methionine transmembrane transporter activity
GO:0000146,Molecular_function,microfilament motor activity
GO:0000149,Molecular_function,SNARE binding
GO:0000150,Molecular_function,DNA strand exchange activity
GO:0000166,Molecular_function,nucleotide binding
GO:0000175,Molecular_function,3'-5'-RNA exonuclease activity
GO:0000179,Molecular_function,"rRNA (adenine-N6,N6-)-dimethyltransferase activity"
GO:0000182,Molecular_function,rDNA binding
GO:0000210,Molecular_function,NAD+ diphosphatase activity
GO:0000213,Molecular_function,tRNA-intron endonuclease activity
GO:0000224,Molecular_function,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
GO:0000225,Molecular_function,N-acetylglucosaminylphosphatidylinositol deacetylase activity
GO:0000234,Molecular_function,phosphoethanolamine N-methyltransferase activity
GO:0000246,Molecular_function,delta24(24-1) sterol reductase activity
GO:0000254,Molecular_function,C-4 methylsterol oxidase activity
GO:0000257,Molecular_function,nitrilase activity
GO:0000268,Molecular_function,peroxisome targeting sequence binding
GO:0000285,Molecular_function,1-phosphatidylinositol-3-phosphate 5-kinase activity
GO:0000287,Molecular_function,magnesium ion binding
GO:0000295,Molecular_function,adenine nucleotide transmembrane transporter activity
GO:0000298,Molecular_function,endopolyphosphatase activity
GO:0000309,Molecular_function,nicotinamide-nucleotide adenylyltransferase activity
GO:0000334,Molecular_function,"3-hydroxyanthranilate 3,4-dioxygenase activity"
GO:0000339,Molecular_function,RNA cap binding
GO:0000340,Molecular_function,RNA 7-methylguanosine cap binding
GO:0000341,Molecular_function,RNA trimethylguanosine cap binding
GO:0000400,Molecular_function,four-way junction DNA binding
GO:0000406,Molecular_function,double-strand/single-strand DNA junction binding
GO:0000703,Molecular_function,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
GO:0000773,Molecular_function,phosphatidyl-N-methylethanolamine N-methyltransferase activity
GO:0000774,Molecular_function,adenyl-nucleotide exchange factor activity
GO:0000822,Molecular_function,inositol hexakisphosphate binding
GO:0000823,Molecular_function,"inositol-1,4,5-trisphosphate 6-kinase activity"
GO:0000827,Molecular_function,"inositol-1,3,4,5,6-pentakisphosphate kinase activity"
GO:0000828,Molecular_function,inositol hexakisphosphate kinase activity
GO:0000829,Molecular_function,inositol heptakisphosphate kinase activity
GO:0000832,Molecular_function,inositol hexakisphosphate 5-kinase activity
GO:0000900,Molecular_function,mRNA regulatory element binding translation repressor activity
GO:0000976,Molecular_function,transcription cis-regulatory region binding
